RTDTimestamp,RepeatedHourFlag,IntervalId,IntervalEnding,IntervalRepeatedHourFlag,SettlementPoint,SettlementPointType,LMP
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CCEC_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CCEC_ST1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CEDROHI_CHW1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CFLATS_UNIT,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHAMON_UN1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHAMON_UN2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHEDPW_GT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHE_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHE_LYD,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHE_LYD2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHE_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CHE_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,COL_COLETOG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,COTPLNS_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,COTTON_PAP2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CPSES_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CPSES_UNIT2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CSC_CSECG1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CVC_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CVC_CVCG1_5,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CVC_CVC_G2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,CVC_CVC_G3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DANSBY_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC2SES_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC_E,LZ_DC,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC_L,LZ_DC,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC_N,LZ_DC,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC_R,LZ_DC,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DC_S,LZ_DC,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_GT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_GT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_GT3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_GT4,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_GT6,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DDPEC_ST1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DECKER_DPG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DECKER_DPG2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DECKER_GT,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DENISON_G1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DERMOTT_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_DIB_G1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_DIB_G2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_DIB_G3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_DIB_G4,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DIB_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOWGEN_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOWGEN_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOWGEN_PUN3,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_61_2_63,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_64,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_81_2_84,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_G37_G35,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_G66_ST65,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_G67,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DOW_G96_ST95,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUKE_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUKE_GST1CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUKE_GT2_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUP_DUPV1_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUP_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUP_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUP_PUN3,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,DUP_PUN4,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ECLIPSE_UN1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ELB_ELBCREEK,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ELECTRAW_1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ENAS_ENA1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ETCCS_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,ETCCS_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXGNSND_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXGNWTL_1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_14,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_1_3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_8,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_9_13,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,EXN_PUN3,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FAL_FALCONG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FAL_FALCONG2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FAL_FALCONG3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FEGC_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FERGCC_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FERGCC_GT1_1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FERGCC_GT2_3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FERGCC_ST1_5,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FERMI_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLCNS_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLCNS_UNIT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLCNS_UNIT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLCNS_UNIT3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLTCK_SSI,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FLUVANNA_1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FORMOSA_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FORMOSA_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FORMOSA_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSA11,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSA12,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG10,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG4,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG5,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG6,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG7,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG8,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FO_FORMOSG9,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FPPYD_FPP_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FPPYD_FPP_G2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FPPYD_FPP_G3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FREC_1_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FREC_2_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FREC_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FREC_CC2,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FRNYPP_1_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FRNYPP_2_CCU,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FRNYPP_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FRNYPP_CC2,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FTR_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FTR_FTR_G1_4,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,FTWIND_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GBY_GBY_5,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GBY_GT,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GIB_GIB_CRG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GID_GIDEONG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GID_GIDEONG2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GID_GIDEONG3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GOA_GOATWIND,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GPASTURE_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GRANDVW1_A_B,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GRSES_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GRSES_UNIT2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GUADG_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GUADG_CC2,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GUADG_CCU1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GUADG_CCU2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GUNMTN_NODE,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,GWEC_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HAYSEN1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HAYSEN3_4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_BUSAVG,SH,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_HOUSTON,HU,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_HUBAVG,AH,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_NORTH,HU,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_SOUTH,HU,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HB_WEST,HU,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HELIOS_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HHGT_KENDAL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HHOLLW2_WND1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HHOLLW3_WND1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HHOLLW4_WND1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HICK_G1_G2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HLSES_UNIT3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HLSES_UNIT4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HLSES_UNIT5,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HORSECRK_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HOVEY_GEN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HRFDWIND_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,HWF_HWFG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,H_HOLLO_WND1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INDN_INDNNWP,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,IND_INADALE1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCOSW_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCOSW_STG,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCOS_CTG1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCOS_CTG2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCO_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCO_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INGLCO_PUN3,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,INKS_INKS_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,IN_INDNENR,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,IN_INDNENR_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JACKCNTY_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JACKCNTY_CT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JACKCNTY_CT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JACKCNTY_STG,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JCKCNTY2_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JCKCNTY2_CT3,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JCKCNTY2_CT4,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,JCKCNTY2_ST2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KEECHI_U1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KEO_KEO_SM1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KING_KINGNE,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KING_KINGNW,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KING_KINGSE,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KING_KINGSW,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KMCHI_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,KMCHI_CC2,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LAMESASLR_G,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LARDVFTN_G4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LARDVFTN_G5,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LASSO_GEN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LEG_LEG_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LEG_LEG_G2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LEONLCPCT1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LEONLCPCT3_4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LFBIO_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGD_LANGFORD,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_LGE_GT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_LGE_GT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_LGE_STG,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGE_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LGW_UNIT_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHM_CVC_G4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHM_PUN1,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHM_PUN2,PUN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHORN_N_U1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHSES_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LHSES_UNIT2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LNCRK_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LONEWOLF_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LOSTPI_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LOS_LOSTPGT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LOS_LOSTPGT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LOS_LOSTPST1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CC1,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CC2,LCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CT11,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CT12,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CT21,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_CT22,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_UNIT1,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LPCCS_UNIT2,PCCRN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LV1A_LV1B,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LV3_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LV3_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LV4_UNIT_1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LV5_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_AEN,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_CPS,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_HOUSTON,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_LCRA,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_NORTH,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_RAYBN,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_SOUTH,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,LZ_WEST,LZ,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MARBFA,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MARIAH_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MAR_MARSFOG1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MAR_MARSFOG2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MAR_MARSFOG3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MCDLD_FCSBW1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MCSES_UNIT6,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MCSES_UNIT7,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MCSES_UNIT8,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MDANP_CT1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MDANP_CT3_4,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MDANP_CT5_6,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MESQCRK_ALL,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MGSES_CT123,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MGSES_CT456,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MIAM1_G1_G2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MIL_MILG1_2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MIL_MILG345,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MIRAGE_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MIRASOLE_GEN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MLSES_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MLSES_UNIT2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MLSES_UNIT3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MNSES_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MNSES_UNIT2,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MNSES_UNIT3,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MOZART_WIND1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,MWEC_G1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,NACPW_UNIT1,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,NBOHR_RN,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,NCARBIDEG8,RN,23.36
08/19/2018 22:50:01,N,9,08/19/2018 23:35:00,N,NCARBIDE_1_7,RN,23.36
